idEstudiante,idPrograma,Programa,nombre,email,sexo,genero,fechaNacimiento,Modalidad Grado,telefono,fechaInicio,fechaFin
355,76,Matematicas (Doctorado),Cary Emmerich,Jeffery77@yahoo.com,male,Agender,3/16/1996,tesis,3391878993,1/26/2017,7/31/2025
356,9,Comunicacion Social,Bob Ondricka,Henrietta.Morar@yahoo.com,female,Trans male,7/12/1991,bapi,3778731356,11/19/2016,11/27/2025
357,61,Odontologia (Maestria),Brooke Windler,Marguerite90@yahoo.com,female,Female to male transsexual man,5/22/1994,pasantia,3124718557,2/1/2021,10/10/2031
358,5,Biologia,Kelli Fahey,Duane37@yahoo.com,male,Cis woman,7/28/1999,tesis,3167335603,11/3/2027,10/4/2032
359,55,Ingenieria de Materiales (Maestria),Mrs. Daisy Raynor,Colin.Mayer-Effertz@gmail.com,male,Male to female,8/2/1994,bapi,3552551517,2/4/2018,5/16/2028
360,43,Biologia Molecular y Biotecnologia (Maestria),Wesley Boyer,Frederick_Kreiger62@gmail.com,male,MTF,8/1/1990,pasantia,3536576418,8/7/2021,9/8/2027
361,49,Fisica (Maestria),Devin Quitzon-Herzog,Blanca12@hotmail.com,female,Cisgender,1/1/1994,tesis,3931487294,8/6/2018,11/18/2023
362,34,Musica,Dr. Boyd Halvorson,Jimmie.Heathcote@hotmail.com,male,Man,5/10/1994,pasantia,3706067292,11/15/2019,10/17/2025
363,20,Ingenieria Ambiental,Inez Becker,Traci_Wilderman-Murray49@yahoo.com,female,Non-binary,9/16/1990,pasantia,3900667575,4/26/2014,1/6/2019
364,5,Biologia,Orlando O'Conner,Shawn_OKeefe@gmail.com,male,Trans man,4/16/1995,pasantia,3947724324,12/24/2023,2/28/2036
365,35,Nutricion y Dietetica,Cassandra Torp,Adrienne38@gmail.com,female,Demi-girl,10/4/1994,bapi,3366946721,2/10/2016,5/22/2025
366,80,Sociologia (Doctorado),Amy Carter,Alexis_Abbott@gmail.com,female,Male to female transgender woman,6/26/1992,pasantia,3661094390,11/27/2022,10/8/2029
367,57,Linguistica (Maestria),Melvin Gulgowski,Verna.Macejkovic6@gmail.com,female,F2M,7/1/1995,pasantia,3747267418,3/4/2023,6/9/2029
368,52,Historia (Maestria),Dr. Jessie Bartell,Grant_Bergnaum97@yahoo.com,male,Transmasculine,6/28/1991,tesis,3229812312,3/8/2014,7/19/2024
369,25,Ingenieria de Sistemas y Computacion,Ralph Reynolds,Israel_Jerde@gmail.com,male,Intersex,12/15/1997,tesis,3942715950,12/21/2027,2/28/2034
370,50,Genetica y Biologia Molecular (Maestria),Robin Powlowski,Megan.Huels36@yahoo.com,female,Female to male trans man,5/26/1991,pasantia,3518263413,7/30/2020,5/8/2029
371,76,Matematicas (Doctorado),Daniel Abshire,Claire.Reinger@gmail.com,female,Demi-woman,6/6/1996,tesis,3200081426,10/7/2018,2/16/2027
372,51,Gestion y Desarrollo Urbanos (Maestria),Julian Krajcik,Josefina_Haag@yahoo.com,female,Omnigender,1/3/1998,bapi,3044558545,7/6/2022,4/16/2033
373,54,Ingenieria Civil y Ambiental (Maestria),Rex Gibson III,Merle_Jacobi66@yahoo.com,male,Non-binary,1/8/1995,bapi,3905724602,11/17/2018,12/25/2029
374,61,Odontologia (Maestria),Antonia Ferry,Philip_Cassin69@hotmail.com,male,Non-binary,7/12/1999,bapi,3176195089,12/22/2020,5/27/2027
375,13,Economia,Velma Sanford,Dave_Collins-Treutel2@gmail.com,male,Androgynous,1/7/2000,tesis,3814116383,8/15/2029,2/25/2038
376,61,Odontologia (Maestria),Ms. Ashley Keebler,Edmond.Kohler56@gmail.com,male,Androgyne,5/14/1992,pasantia,3174928699,8/19/2012,11/28/2017
377,8,Ciencias Politicas,Marty Windler,Hugh12@gmail.com,male,Demi-girl,1/14/1993,tesis,3890111777,7/22/2014,3/29/2019
378,25,Ingenieria de Sistemas y Computacion,Emma Aufderhar,Duane74@hotmail.com,male,Male to female transgender woman,4/15/1993,bapi,3690306225,7/27/2022,12/29/2030
379,63,Quimica (Maestria),Nelson Olson,Angel_Homenick22@yahoo.com,male,Transexual person,10/15/1990,tesis,3162947406,4/21/2018,6/2/2023
380,39,Quimica,Marta Borer,Terri_Metz@hotmail.com,female,Pangender,10/27/1993,pasantia,3066984821,3/30/2019,7/2/2029
381,76,Matematicas (Doctorado),Reginald Oberbrunner,Lucille94@hotmail.com,female,Omnigender,10/1/1993,pasantia,3793582893,8/12/2018,8/21/2024
382,34,Musica,Candice Friesen,Francis.Rohan-Sipes@yahoo.com,female,Demi-girl,3/2/1992,bapi,3405186359,3/5/2015,2/17/2024
383,8,Ciencias Politicas,Shelia Kunde,Lynn2@hotmail.com,male,T* man,11/27/1992,tesis,3426567577,1/1/2017,10/9/2024
384,73,Fisica (Doctorado),Deanna Sauer,Edna_OKeefe@yahoo.com,female,FTM,6/27/1999,bapi,3804494033,1/7/2022,7/17/2028
385,28,Ingenieria Mecanica,Marta Blanda,Tyrone.White@gmail.com,male,M2F,2/6/1995,bapi,3848416714,11/17/2014,9/22/2021
386,39,Quimica,Irvin Goyette,Delbert46@hotmail.com,male,Cisgender male,10/16/1998,pasantia,3140137397,10/20/2021,5/22/2030
387,28,Ingenieria Mecanica,Miss Bessie Schmeler,Eddie.Bosco@hotmail.com,male,Transexual,8/31/1995,bapi,3365525373,9/4/2022,12/15/2026
388,67,Arquitectura (Doctorado),Maggie Terry Jr.,Terrance.Schoen-Jacobi@yahoo.com,male,Transmasculine,4/2/1991,pasantia,3950372696,5/4/2020,11/11/2024
389,47,Educacion (Maestria),Wendell Jones,Michael57@gmail.com,male,Genderqueer,8/18/1998,pasantia,3006903837,4/27/2019,8/28/2028
390,24,Ingenieria de Minas,Nellie Carter-Boehm Sr.,Jose_Auer43@yahoo.com,male,Trans male,7/27/1992,tesis,3726280066,4/4/2019,5/11/2028
391,63,Quimica (Maestria),Mr. Danny Terry III,Jonathon13@hotmail.com,male,Cis man,10/5/1992,bapi,3212258119,2/13/2016,7/19/2019
392,76,Matematicas (Doctorado),Louis Schiller,Patricia_Grimes92@hotmail.com,female,Transexual person,3/13/1992,pasantia,3302700235,6/19/2017,6/30/2024
393,77,Medicina (Doctorado),Dr. Ida Miller-Beahan,Lillie_Wiza@hotmail.com,female,Multigender,8/3/1998,bapi,3424664835,4/15/2024,2/26/2032
394,27,Ingenieria Industrial,Opal Bergstrom,Dwayne_Gerhold@yahoo.com,male,Neutrois,1/29/1998,pasantia,3328653223,5/9/2022,2/17/2029
395,2,Antropologia,Pete Hyatt,Lamar_Gleichner@yahoo.com,male,Two-spirit person,1/1/1992,pasantia,3558999810,10/9/2018,12/12/2026
396,57,Linguistica (Maestria),Jeffrey Cronin,Belinda68@hotmail.com,female,M2F,10/21/1993,tesis,3639069261,2/25/2015,12/30/2021
397,37,Pedagogia,Velma Breitenberg,Marcia25@yahoo.com,female,Transexual person,5/23/1995,pasantia,3916318463,8/27/2021,8/28/2032
398,7,Ciencias de la Computacion,Betty Wuckert,Jo.Gottlieb26@gmail.com,female,Male to female transsexual woman,1/24/1996,bapi,3800265325,12/29/2016,1/2/2022
399,47,Educacion (Maestria),Jake Monahan I,Jackie.Schinner@hotmail.com,female,Cisgender male,12/7/1997,bapi,3991829655,6/18/2028,10/20/2032
400,56,Ingenieria de Sistemas y Computacion (Maestria),Dr. Susie Herman,Theresa64@yahoo.com,female,Cisgender male,5/29/1994,tesis,3765619223,11/4/2018,10/7/2029
401,77,Medicina (Doctorado),Sherri Harber,Darrell.Feil88@gmail.com,male,Gender nonconforming,9/20/1999,tesis,3570669737,6/29/2024,8/6/2033
402,10,Contaduria Publica,Beatrice Schuppe,Jimmy43@yahoo.com,male,Transexual male,8/9/1998,pasantia,3834119076,12/17/2017,7/21/2023
403,20,Ingenieria Ambiental,Mr. Johnathan Reynolds,Edgar_Schaefer39@yahoo.com,male,Two-spirit person,10/10/1995,pasantia,3725221385,4/13/2016,9/17/2022
404,57,Linguistica (Maestria),Aaron Ritchie,Duane_Abshire62@gmail.com,male,Trans,3/18/1991,tesis,3194831845,7/19/2019,7/31/2027
405,28,Ingenieria Mecanica,Darlene Kirlin,Viola.Considine@hotmail.com,female,Cis man,2/12/1990,pasantia,3446492369,11/21/2016,9/23/2025
406,75,Linguistica (Doctorado),Angie Ernser,Eunice.Effertz40@yahoo.com,female,Man,10/9/1991,tesis,3626026984,3/19/2020,7/31/2024
407,79,Quimica (Doctorado),Debra Jaskolski,Ronald.Hodkiewicz@gmail.com,male,Cis,9/10/1995,bapi,3394114253,11/18/2018,1/23/2029
408,37,Pedagogia,Felicia Ernser,Nancy.Kovacek@yahoo.com,female,Hermaphrodite,7/2/1994,tesis,3341113060,12/4/2024,6/15/2030
409,40,Sociologia,Belinda Koelpin,Dominic_Kozey75@hotmail.com,male,FTM,9/9/1993,tesis,3442520984,11/16/2015,12/24/2022
410,13,Economia,Garry Grant,Marvin73@gmail.com,male,Male to female trans woman,9/2/1998,tesis,3665661398,8/14/2021,5/24/2031
411,41,Trabajo Social,Mr. Gordon Weissnat,Tommy5@hotmail.com,male,Trans man,8/22/1996,pasantia,3678215167,1/25/2023,5/30/2035
412,41,Trabajo Social,Mr. Matthew Schmitt,Kelvin72@yahoo.com,male,MTF,6/29/1995,pasantia,3314573882,10/4/2021,1/8/2030
413,15,Enfermeria,Ana Dooley,Stuart56@hotmail.com,male,Pangender,10/21/1996,bapi,3527397462,12/2/2022,6/12/2031
414,77,Medicina (Doctorado),Johnny Mante-Leuschke MD,Renee_VonRueden@hotmail.com,female,Genderqueer,1/6/1994,bapi,3145572081,5/14/2017,5/25/2026
415,20,Ingenieria Ambiental,Rickey Abshire,Nelson_Cruickshank78@yahoo.com,male,Agender,4/18/1998,pasantia,3938530106,6/24/2024,9/3/2030
416,54,Ingenieria Civil y Ambiental (Maestria),Mr. Jackie Runolfsson,Darrell97@hotmail.com,male,F2M,5/30/1994,bapi,3069359930,8/5/2014,11/13/2025
417,62,Planificacion Urbana y Regional (Maestria),Patsy Bailey-Olson,Toby.McGlynn-Durgan71@gmail.com,male,Gender questioning,12/16/1999,tesis,3547311482,2/25/2025,2/4/2034
418,74,Ingenieria Civil (Doctorado),Sally Feil,Clay.Tillman11@gmail.com,male,Transexual,3/7/1991,bapi,3471316957,10/12/2016,12/24/2022
419,3,Arquitectura,Blake Borer V,Lester79@hotmail.com,male,M2F,5/17/1996,tesis,3140986664,6/23/2022,12/2/2032
420,4,Arte,Ernestine Bradtke,Ryan_Streich79@hotmail.com,male,F2M,11/29/1992,pasantia,3896203063,3/11/2017,2/15/2026
421,4,Arte,Vernon Purdy,Derek_Blanda@hotmail.com,male,T* man,4/30/1995,pasantia,3414565022,3/12/2024,12/19/2031
422,38,Psicologia,Sylvester Quigley,Heidi_Torp-Koelpin5@gmail.com,female,Neither,3/8/1999,pasantia,3568182674,10/11/2027,3/18/2037
423,7,Ciencias de la Computacion,Matt Haley,Neal63@gmail.com,male,Transgender female,2/11/1996,pasantia,3629427543,3/21/2017,11/25/2021
424,56,Ingenieria de Sistemas y Computacion (Maestria),April Stroman,Edwin12@gmail.com,male,Trans,6/8/1993,tesis,3859350784,3/16/2019,11/26/2030
425,45,Desarrollo Sostenible (Maestria),Monique Moen,Peter_Marvin@hotmail.com,male,Female to male trans man,9/18/1992,tesis,3337388573,10/24/2016,12/31/2025
426,11,Derecho,Walter Swaniawski,Greg.Kshlerin@yahoo.com,male,Pangender,9/23/1990,bapi,3904483598,2/3/2021,5/12/2025
427,29,Ingenieria Quimica,Renee Brown,Harvey_Mann@hotmail.com,male,Transgender person,2/7/1996,bapi,3465767520,12/16/2017,4/21/2025
428,76,Matematicas (Doctorado),Luther Harber DVM,Gladys_Hilpert81@hotmail.com,female,FTM,6/16/1994,pasantia,3888255774,8/28/2020,5/5/2027
429,54,Ingenieria Civil y Ambiental (Maestria),Monica Christiansen-Deckow,Linda.Hegmann@yahoo.com,female,Cisgender man,5/13/1995,bapi,3773330609,10/14/2016,4/25/2026
430,79,Quimica (Doctorado),Jennifer Upton,Mona86@yahoo.com,female,Two-spirit person,9/23/1990,tesis,3934581685,12/25/2017,3/27/2029
431,69,Ciencias de la Informacion y la Comunicacion (Doctorado),Jeff Wiza,Claude57@yahoo.com,male,Non-binary,1/28/1991,pasantia,3468663666,9/8/2016,10/13/2025
432,40,Sociologia,Antonio Mayert,Kristina.Crist@yahoo.com,female,Cisgender female,2/17/1992,pasantia,3839794283,3/1/2023,9/12/2033
433,5,Biologia,Dale Torphy,Eva44@hotmail.com,female,F2M,6/9/1999,tesis,3438861578,11/20/2026,10/30/2037
434,73,Fisica (Doctorado),Julius Kulas,Mindy_Gleason99@hotmail.com,female,Trans man,11/1/1998,bapi,3792197516,1/10/2023,1/12/2031
435,1,Administracion de Empresas,Dr. Frank Casper-Purdy,Bert_Swift@yahoo.com,male,Xenogender,2/13/1998,tesis,3665272200,5/24/2020,4/29/2028
436,14,Educacion,Hector Kulas,Angelo.Jones-Osinski5@hotmail.com,male,Androgyne,8/14/1993,tesis,3960072305,7/26/2018,11/30/2029
437,61,Odontologia (Maestria),Natasha Kessler,Phyllis_Littel30@hotmail.com,female,Female to male transgender man,1/7/1991,tesis,3771529551,4/11/2014,11/21/2021
438,4,Arte,Levi Jacobi,Brent_Ferry@hotmail.com,male,Omnigender,5/26/1999,tesis,3630466680,11/30/2019,4/10/2030
439,13,Economia,Holly Nolan,Kimberly74@yahoo.com,female,Other,8/4/1999,pasantia,3878414755,2/16/2022,5/23/2034
440,43,Biologia Molecular y Biotecnologia (Maestria),Ms. Glenda O'Kon IV,Genevieve94@yahoo.com,female,Transexual person,4/27/1998,pasantia,3071179261,6/6/2028,6/10/2034
441,16,Fisica,Elisa Bednar,Jacquelyn.Flatley87@hotmail.com,female,Genderqueer,12/25/1991,bapi,3699661366,2/26/2021,4/27/2024
442,35,Nutricion y Dietetica,Dr. Anna Zieme,Frank.Erdman0@yahoo.com,male,Genderflux,1/9/1990,bapi,3570451129,1/11/2022,1/20/2032
443,49,Fisica (Maestria),Felipe Koss,Brandon_Nitzsche56@gmail.com,male,Female to male,4/9/1998,pasantia,3038124874,4/15/2026,8/25/2035
444,58,Matematicas (Maestria),Lena Breitenberg,Sarah_Hessel@hotmail.com,female,Xenogender,7/27/1996,tesis,3269454393,3/6/2026,10/14/2033
445,65,Sociologia (Maestria),Wesley Baumbach-Kautzer,Anna.Emard@gmail.com,female,Transexual person,9/21/1991,bapi,3720878602,7/26/2019,9/5/2030
446,60,Neurociencias (Maestria),Fred Effertz Jr.,Erica79@hotmail.com,female,Male to female transsexual woman,4/24/1990,tesis,3520868392,9/5/2015,1/17/2024
447,75,Linguistica (Doctorado),Pat Conroy,Kathy4@yahoo.com,female,M2F,10/25/1990,bapi,3767766707,10/30/2015,5/4/2024
448,4,Arte,Terri Mohr Sr.,Catherine91@gmail.com,female,Transexual female,1/16/1992,bapi,3300084324,7/22/2011,3/3/2021
449,52,Historia (Maestria),Nina Purdy,Henry_Raynor35@gmail.com,male,Genderqueer,8/9/1994,pasantia,3524328498,11/11/2015,4/17/2020
450,52,Historia (Maestria),Amos Shanahan,Geraldine52@hotmail.com,female,Cisgender female,3/30/1992,bapi,3446990270,6/11/2014,4/13/2026
451,50,Genetica y Biologia Molecular (Maestria),Miss Kristie Ruecker,Tony.Terry@gmail.com,male,T* woman,2/4/1998,pasantia,3892232467,4/10/2026,3/19/2035
452,6,Ciencias Ambientales,Beatrice Lockman,Olivia_McKenzie@hotmail.com,female,Two-spirit person,8/19/1991,pasantia,3578693036,9/22/2012,4/27/2020
453,10,Contaduria Publica,Felipe Kuhn,Jessica25@hotmail.com,female,Cis male,5/28/1997,tesis,3476730313,9/5/2019,8/11/2031
454,77,Medicina (Doctorado),Celia Beer,Tina.Rath@gmail.com,female,Two-spirit,6/5/1997,bapi,3406427657,8/17/2020,2/20/2026
455,63,Quimica (Maestria),Shannon King,Minnie.Oberbrunner8@hotmail.com,female,Intersex person,2/8/1992,pasantia,3093879769,9/18/2013,3/25/2021
456,52,Historia (Maestria),Karla Terry,Miriam44@hotmail.com,female,Genderflux,12/8/1990,bapi,3541785130,8/16/2019,9/23/2026
457,29,Ingenieria Quimica,Lyle Cummerata,Blanche.Collier@yahoo.com,female,MTF,6/5/1990,bapi,3160337156,7/17/2015,6/25/2023
458,77,Medicina (Doctorado),Geraldine Hilll MD,Amber58@hotmail.com,female,Neither,6/19/1995,tesis,3950177604,10/27/2018,6/29/2026
459,10,Contaduria Publica,Brent Nitzsche,Darrell_Tillman39@yahoo.com,male,Two-spirit,9/4/1993,bapi,3821891452,4/9/2025,7/13/2031
460,36,Odontologia,Kari Smith,Pete.Olson@gmail.com,male,Two-spirit person,12/27/1993,tesis,3430406062,4/2/2018,1/8/2022
461,52,Historia (Maestria),Mrs. Becky Herzog,Kim_Schamberger@yahoo.com,male,Gender fluid,6/23/1996,bapi,3838111402,10/31/2027,3/6/2036
462,68,Biologia (Doctorado),Kathy Wilkinson,Merle62@gmail.com,male,Trans male,8/6/1998,tesis,3197185365,2/9/2025,3/21/2033
463,62,Planificacion Urbana y Regional (Maestria),Miss Mona Dibbert,Brandy.Homenick@yahoo.com,female,Cisgender,5/11/1991,pasantia,3121566338,8/18/2016,8/28/2021
464,27,Ingenieria Industrial,Brandi Davis,Shannon_Jerde@hotmail.com,male,Male to female,9/17/1990,pasantia,3311727968,3/25/2013,6/28/2018
465,78,Neurociencias (Doctorado),Theresa Berge I,Lula36@hotmail.com,female,Androgyne,1/2/1991,tesis,3632523963,5/6/2016,2/14/2025
466,19,Ingenieria Agricola,Melody Herman,Stanley25@yahoo.com,male,Polygender,8/23/1997,bapi,3443850319,6/2/2029,9/5/2034
467,20,Ingenieria Ambiental,Mr. Marlon Smitham,Jenna_Stoltenberg@yahoo.com,female,Xenogender,8/29/1998,bapi,3466282991,9/6/2023,9/15/2031
468,74,Ingenieria Civil (Doctorado),Gregory Cormier,Roberta.Russel51@yahoo.com,female,Demi-man,11/11/1999,tesis,3405758124,12/22/2020,10/27/2032
469,52,Historia (Maestria),Tyrone Schulist,Santiago.Hamill@yahoo.com,male,Transexual male,9/1/1994,tesis,3832096941,1/5/2025,6/13/2035
470,61,Odontologia (Maestria),Emmett Spencer,Vernon_Nitzsche@yahoo.com,male,Gender variant,1/22/1992,pasantia,3707158341,12/24/2017,11/30/2026
471,40,Sociologia,Jimmie Greenholt,Lynne75@hotmail.com,female,Cis woman,8/18/1999,tesis,3613996599,10/20/2020,4/26/2028
472,2,Antropologia,Joann Auer,Emily_Raynor36@gmail.com,female,Intersex,11/25/1991,pasantia,3232555565,11/6/2021,8/7/2027
473,72,Estudios Urbanos y Regionales (Doctorado),Kent Collins II,Steve75@yahoo.com,male,Two-spirit person,8/11/1993,bapi,3758593988,9/16/2022,9/28/2028
474,48,Estudios Latinoamericanos (Maestria),Julius Boehm,Nichole_Tremblay@hotmail.com,female,Man,10/29/1997,pasantia,3345951199,3/30/2024,1/11/2032
475,35,Nutricion y Dietetica,Van Sporer,May.Lehner90@yahoo.com,female,Trigender,12/27/1991,pasantia,3303017956,10/6/2013,1/17/2023
476,59,Musica (Maestria),Carolyn Wilderman PhD,Aaron23@gmail.com,male,Trans,11/21/1999,tesis,3748052957,9/24/2019,11/1/2026
477,4,Arte,Candace Lesch DDS,Stephen_Marvin@gmail.com,male,Trigender,5/3/1998,bapi,3123093909,7/15/2025,9/19/2033
478,65,Sociologia (Maestria),Jana Wiza,Sara73@hotmail.com,female,Cis man,4/29/1999,tesis,3913411782,3/30/2023,12/12/2031
479,62,Planificacion Urbana y Regional (Maestria),Alton Wiegand,Maria.Russel69@gmail.com,female,F2M,9/3/1999,tesis,3405585758,5/5/2030,3/11/2041
480,28,Ingenieria Mecanica,Suzanne Langosh,Kent.Collins46@gmail.com,male,Transexual woman,10/6/1990,pasantia,3551513823,2/9/2019,3/16/2026
481,7,Ciencias de la Computacion,Mattie Rutherford,Lorene79@hotmail.com,female,Pangender,10/29/1994,pasantia,3731247241,9/9/2022,2/10/2030
482,11,Derecho,Mr. Irvin Waters,Donald73@yahoo.com,male,Trans man,5/15/1993,tesis,3600220173,1/24/2023,10/28/2031
483,66,Trabajo Social (Maestria),Tricia Johns,Lauren_Green95@yahoo.com,female,Demi-woman,5/26/1991,tesis,3012265065,4/3/2013,2/8/2018
484,65,Sociologia (Maestria),Marilyn Osinski,Winifred.Yost29@yahoo.com,female,Two-spirit,2/20/1998,pasantia,3054402928,4/22/2030,11/27/2035
485,43,Biologia Molecular y Biotecnologia (Maestria),Doris Ullrich,Angel.Rau85@yahoo.com,female,Transexual,9/3/1999,tesis,3870624578,1/13/2025,3/18/2034
486,1,Administracion de Empresas,Vicki Connelly,Jeanette4@hotmail.com,female,Male to female transgender woman,11/7/1997,bapi,3647376648,6/10/2019,5/17/2023
487,49,Fisica (Maestria),Wilfred Bergstrom,Kristine2@gmail.com,female,Omnigender,10/5/1990,tesis,3559914925,8/9/2018,12/11/2022
488,42,Arquitectura Paisajista (Maestria),Wendell Kihn,Javier_Jenkins@hotmail.com,male,Gender nonconforming,1/16/1994,bapi,3431542224,1/25/2024,5/4/2027
489,67,Arquitectura (Doctorado),Lindsay Cremin,Duane_Lueilwitz22@yahoo.com,male,Trans man,11/16/1991,tesis,3641978912,10/22/2014,10/1/2022
490,13,Economia,Lillian Dibbert,Devin_Luettgen@hotmail.com,male,Intersex,6/21/1996,bapi,3936125594,4/27/2022,9/1/2027
491,25,Ingenieria de Sistemas y Computacion,Rosalie Treutel,Dominick.Kilback@gmail.com,male,Non-binary,11/14/1994,pasantia,3541216344,10/25/2018,11/2/2027
492,10,Contaduria Publica,Teresa Roberts,Shane.Doyle38@hotmail.com,male,Transexual man,10/29/1997,tesis,3753463978,4/30/2021,7/1/2031
493,14,Educacion,Leland Boyer,Ebony95@hotmail.com,female,Intersex man,5/30/1994,tesis,3318801779,11/4/2022,1/15/2026
494,26,Ingenieria Electrica,Teri Johnson,Eric_Harris8@gmail.com,male,Trans female,2/13/1997,tesis,3025753008,12/18/2022,2/27/2026
495,41,Trabajo Social,Leroy Wisoky DVM,Grace64@gmail.com,female,Transexual woman,3/31/1997,pasantia,3488453182,9/12/2023,11/19/2028
496,60,Neurociencias (Maestria),Ernest Kuhic-Kuhn,Sammy_Casper34@yahoo.com,male,Intersex man,6/25/1998,pasantia,3810242328,6/1/2026,8/10/2031
497,50,Genetica y Biologia Molecular (Maestria),Gregg Aufderhar,Cindy.Wunsch20@yahoo.com,female,Cis,1/13/1993,bapi,3378946469,12/18/2019,8/21/2029
498,34,Musica,Maureen Parker-Barrows,Sheryl_Monahan@hotmail.com,female,Neutrois,12/2/1996,bapi,3083933999,4/10/2025,10/17/2032
499,80,Sociologia (Doctorado),Catherine Blick Jr.,Robin94@hotmail.com,female,Demi-boy,2/8/1999,bapi,3940407865,7/10/2018,12/12/2028
500,67,Arquitectura (Doctorado),Leona Mertz,Domingo_Von@yahoo.com,male,Cis woman,9/4/1993,tesis,3369603699,3/14/2015,2/19/2023
501,71,Educacion (Doctorado),Ted Steuber,Mae_Nolan@yahoo.com,female,Gender fluid,11/1/1999,pasantia,3911712871,4/7/2026,2/18/2037
502,36,Odontologia,Mable Cronin PhD,Adrienne.Abernathy@yahoo.com,female,Male to female trans woman,3/11/1991,tesis,3131516744,10/21/2011,12/22/2021
503,10,Contaduria Publica,Christopher Aufderhar,Heidi_Kub@hotmail.com,female,Woman,4/20/1994,bapi,3261888731,2/1/2014,8/13/2018
504,42,Arquitectura Paisajista (Maestria),Bethany Littel-Bartell,Erin26@yahoo.com,female,Cis man,8/5/1991,pasantia,3844745182,11/13/2021,10/17/2029
505,76,Matematicas (Doctorado),Keith Thompson,Leon72@yahoo.com,male,Female to male transsexual man,5/30/1994,tesis,3189824422,6/3/2015,8/6/2020
506,59,Musica (Maestria),Owen Wolff,Keith_Balistreri@hotmail.com,male,Polygender,3/10/1998,bapi,3625593926,5/13/2017,2/25/2023
507,52,Historia (Maestria),Jamie Auer,Alexis_Howe41@hotmail.com,female,Demi-man,12/3/1999,tesis,3177189821,1/5/2028,11/13/2034
508,18,Historia,Todd Mante,Mandy.Russel66@gmail.com,female,Other,4/4/1996,pasantia,3626473095,10/9/2018,3/10/2028
509,31,Matematicas,Sylvester Friesen,Maryann.Mraz@gmail.com,female,MTF,11/6/1996,bapi,3611395587,8/10/2025,12/16/2034
510,41,Trabajo Social,Christine Zboncak,Catherine_Hirthe61@hotmail.com,female,Demi-woman,8/7/1995,bapi,3662405491,5/15/2016,6/20/2020
511,2,Antropologia,Dewey Schulist,Shane_Bartell70@hotmail.com,male,Gender variant,2/10/1996,bapi,3998773556,11/20/2025,4/21/2035
512,66,Trabajo Social (Maestria),Brendan Kreiger,Tyrone99@hotmail.com,male,Trans male,10/8/1995,pasantia,3249379083,3/19/2025,2/22/2031
513,51,Gestion y Desarrollo Urbanos (Maestria),Tony Morissette III,Adrian.Wyman-Schulist60@yahoo.com,male,Transexual man,6/24/1999,bapi,3179904995,9/28/2025,2/6/2036
514,38,Psicologia,Dolores Ward,Sergio.Mante57@hotmail.com,male,T* woman,6/10/1991,tesis,3260098564,9/20/2018,7/27/2029
515,79,Quimica (Doctorado),Ella Oberbrunner,Elizabeth.Sanford6@hotmail.com,female,Polygender,3/19/1996,pasantia,3524380162,4/27/2015,8/31/2022
516,79,Quimica (Doctorado),Erik Predovic Sr.,Harold93@gmail.com,male,Intersex person,7/14/1995,tesis,3910632887,3/18/2022,4/26/2031
517,39,Quimica,Roosevelt Barton,Marcella86@gmail.com,female,Genderflux,10/6/1996,pasantia,3652357171,2/11/2022,7/19/2030
518,19,Ingenieria Agricola,Daryl Stokes IV,Angel.Mertz@yahoo.com,male,Transexual woman,10/11/1996,tesis,3016841224,4/15/2016,2/16/2025
519,64,Salud Publica (Maestria),Rosemary Kiehn,Kim.Howe@gmail.com,female,Intersex man,11/3/1992,pasantia,3695746578,4/10/2024,5/12/2032
520,1,Administracion de Empresas,Elizabeth Jacobs,Tiffany_Bernhard-Emard90@yahoo.com,female,Cisgender,10/24/1996,bapi,3383949212,4/27/2022,4/3/2032
521,1,Administracion de Empresas,Mr. Timothy Wuckert,Drew_Rath61@hotmail.com,male,F2M,6/14/1994,tesis,3282688283,6/18/2014,3/20/2021
522,79,Quimica (Doctorado),Jan Collins,Valerie.Schuster@hotmail.com,female,Cisgender male,6/24/1995,bapi,3922949892,12/27/2026,6/7/2032
523,72,Estudios Urbanos y Regionales (Doctorado),Dr. George Flatley-Torphy DVM,Tomas_Lind92@yahoo.com,male,Cisgender male,1/20/1991,pasantia,3779947641,3/29/2012,7/3/2015
524,62,Planificacion Urbana y Regional (Maestria),Roland Feest,Carole59@hotmail.com,female,Two* person,8/12/1993,bapi,3147375684,12/17/2014,4/20/2027
525,39,Quimica,Katie Carter,Tony.Mitchell37@hotmail.com,male,Transexual,8/24/1990,tesis,3931904620,11/2/2022,2/7/2028
526,25,Ingenieria de Sistemas y Computacion,Andy Roberts,Eleanor.Padberg92@gmail.com,female,Neutrois,5/23/1991,tesis,3189012630,6/29/2014,9/3/2020
527,22,Ingenieria Civil,Sara Brown,Willard82@gmail.com,male,Female to male,10/3/1991,pasantia,3043344625,3/5/2016,7/10/2021
528,65,Sociologia (Maestria),Mr. Preston O'Kon,Andre_Senger@yahoo.com,male,Demiflux,6/23/1990,bapi,3675951745,2/1/2013,11/7/2021
529,11,Derecho,Kendra Kuhic,Marsha48@yahoo.com,female,MTF,1/13/1996,pasantia,3997394116,5/24/2025,7/28/2028
530,49,Fisica (Maestria),Benjamin Mitchell,Jeffery.Lemke@yahoo.com,male,Trans man,6/30/1996,tesis,3961462330,8/10/2020,6/16/2030
